date,usage
2022-05-02-00-20,16
2022-05-02-00-21,16
2022-05-02-00-22,17
2022-05-02-00-23,17
2022-05-02-00-24,17
2022-05-02-00-25,17
2022-05-02-00-26,17
2022-05-02-00-27,17
2022-05-02-00-28,16
2022-05-02-00-29,16
2022-05-02-00-30,16
2022-05-02-00-31,16
2022-05-02-00-32,16
2022-05-02-00-33,16
2022-05-02-00-34,16
2022-05-02-00-35,16
2022-05-02-00-36,16
2022-05-02-00-37,16
2022-05-02-00-38,16
2022-05-02-00-39,15
2022-05-02-00-40,17
2022-05-02-00-41,16
2022-05-02-00-42,16
2022-05-02-00-43,16
2022-05-02-00-44,16
2022-05-02-00-45,16
2022-05-02-00-46,16
2022-05-02-00-47,16
2022-05-02-00-48,16
2022-05-02-00-49,16
2022-05-02-00-50,16
2022-05-02-00-51,16
2022-05-02-00-52,16
2022-05-02-00-53,17
2022-05-02-00-54,17
2022-05-02-00-55,17
2022-05-02-00-56,17
2022-05-02-00-57,17
2022-05-02-00-58,16
2022-05-02-00-59,16
2022-05-02-01-01,16
2022-05-02-01-02,16
2022-05-02-01-03,17
2022-05-02-01-04,17
2022-05-02-01-05,16
2022-05-02-01-06,16
2022-05-02-01-07,15
2022-05-02-01-08,18
2022-05-02-01-09,18
2022-05-02-01-10,18
2022-05-02-01-11,18
2022-05-02-01-12,18
2022-05-02-01-13,20
2022-05-02-01-14,20
2022-05-02-01-15,19
2022-05-02-01-16,19
2022-05-02-01-17,20
2022-05-02-01-18,20
2022-05-02-01-19,20
2022-05-02-01-20,20
2022-05-02-01-21,20
2022-05-02-01-22,20
2022-05-02-01-23,19
2022-05-02-01-24,18
2022-05-02-01-25,18
2022-05-02-01-26,18
2022-05-02-01-27,18
2022-05-02-01-28,18
2022-05-02-01-29,19
2022-05-02-01-30,19
2022-05-02-01-31,19
2022-05-02-01-32,19
2022-05-02-01-33,19
2022-05-02-01-34,19
2022-05-02-01-35,19
2022-05-02-01-36,19
2022-05-02-01-37,19
2022-05-02-01-38,19
2022-05-02-01-39,19
2022-05-02-01-40,18
2022-05-02-01-41,18
2022-05-02-01-42,17
2022-05-02-01-43,16
2022-05-02-01-44,16
2022-05-02-01-45,16
2022-05-02-01-46,16
2022-05-02-01-47,16
2022-05-02-01-48,16
2022-05-02-01-49,16
2022-05-02-01-50,16
2022-05-02-01-51,16
2022-05-02-01-52,16
2022-05-02-01-53,17
2022-05-02-01-54,16
2022-05-02-01-55,16
2022-05-02-01-56,16
2022-05-02-01-57,16
2022-05-02-01-58,16
2022-05-02-01-59,16
2022-05-02-02-00,16
2022-05-02-02-01,16
2022-05-02-02-02,16
2022-05-02-02-03,16
2022-05-02-02-04,16
2022-05-02-02-05,16
2022-05-02-02-06,15
2022-05-02-02-07,14
2022-05-02-02-08,13
2022-05-02-02-09,13
2022-05-02-02-10,13
2022-05-02-02-11,13
2022-05-02-02-12,13
2022-05-02-02-13,12
2022-05-02-02-14,12
2022-05-02-02-15,12
2022-05-02-02-16,11
2022-05-02-02-17,11
2022-05-02-02-18,11
2022-05-02-02-19,13
2022-05-02-02-20,13
2022-05-02-02-21,13
2022-05-02-02-22,13
2022-05-02-02-23,12
2022-05-02-02-24,12
2022-05-02-02-25,12
2022-05-02-02-26,12
2022-05-02-02-27,12
2022-05-02-02-28,12
2022-05-02-02-29,11
2022-05-02-02-30,11
2022-05-02-02-31,11
2022-05-02-02-32,11
2022-05-02-02-33,12
2022-05-02-02-34,12
2022-05-02-02-35,12
2022-05-02-02-36,12
2022-05-02-02-37,12
2022-05-02-02-38,12
2022-05-02-02-39,12
2022-05-02-02-40,12
2022-05-02-02-41,12
2022-05-02-02-42,12
2022-05-02-02-43,12
2022-05-02-02-44,12
2022-05-02-02-45,12
2022-05-02-02-46,12
2022-05-02-02-47,12
2022-05-02-02-48,12
2022-05-02-02-49,12
2022-05-02-02-50,12
2022-05-02-02-51,12
2022-05-02-02-52,12
2022-05-02-02-53,12
2022-05-02-02-54,12
2022-05-02-02-55,12
2022-05-02-02-56,12
2022-05-02-02-57,12
2022-05-02-02-58,12
2022-05-02-02-59,12
2022-05-02-03-00,12
2022-05-02-03-01,12
2022-05-02-03-02,12
2022-05-02-03-03,12
2022-05-02-03-04,11
2022-05-02-03-05,11
2022-05-02-03-06,11
2022-05-02-03-07,11
2022-05-02-03-08,11
2022-05-02-03-09,11
2022-05-02-03-10,11
2022-05-02-03-11,11
2022-05-02-03-12,11
2022-05-02-03-13,11
2022-05-02-03-14,11
2022-05-02-03-15,11
2022-05-02-03-16,11
2022-05-02-03-17,10
2022-05-02-03-18,10
2022-05-02-03-19,8
2022-05-02-03-20,8
2022-05-02-03-21,9
2022-05-02-03-22,9
2022-05-02-03-23,9
2022-05-02-03-24,9
2022-05-02-03-25,9
2022-05-02-03-26,9
2022-05-02-03-27,9
2022-05-02-03-28,9
2022-05-02-03-29,9
2022-05-02-03-30,9
2022-05-02-03-31,9
2022-05-02-03-32,9
2022-05-02-03-33,8
2022-05-02-03-34,8
2022-05-02-03-35,8
2022-05-02-03-36,8
2022-05-02-03-37,8
2022-05-02-03-38,8
2022-05-02-03-39,8
2022-05-02-03-40,8
2022-05-02-03-41,8
2022-05-02-03-42,8
2022-05-02-03-43,8
2022-05-02-03-44,8
2022-05-02-03-45,8
2022-05-02-03-46,8
2022-05-02-03-47,8
2022-05-02-03-48,8
2022-05-02-03-49,8
2022-05-02-03-50,8
2022-05-02-03-51,8
2022-05-02-03-52,8
2022-05-02-03-53,8
2022-05-02-03-54,8
2022-05-02-03-55,8
2022-05-02-03-56,8
2022-05-02-03-57,8
2022-05-02-03-58,8
2022-05-02-03-59,8
2022-05-02-04-00,8
2022-05-02-04-01,8
2022-05-02-04-02,8
2022-05-02-04-03,8
2022-05-02-04-04,8
2022-05-02-04-05,8
2022-05-02-04-06,8
2022-05-02-04-07,8
2022-05-02-04-08,8
2022-05-02-04-09,8
2022-05-02-04-10,8
2022-05-02-04-11,8
2022-05-02-04-12,8
2022-05-02-04-13,8
2022-05-02-04-14,8
2022-05-02-04-15,8
2022-05-02-04-16,8
2022-05-02-04-17,8
2022-05-02-04-18,8
2022-05-02-04-19,8
2022-05-02-04-20,8
2022-05-02-04-21,7
2022-05-02-04-22,7
2022-05-02-04-23,7
2022-05-02-04-24,7
2022-05-02-04-25,7
2022-05-02-04-26,7
2022-05-02-04-27,7
2022-05-02-04-28,7
2022-05-02-04-29,7
2022-05-02-04-30,7
2022-05-02-04-31,7
2022-05-02-04-32,7
2022-05-02-04-33,7
2022-05-02-04-34,7
2022-05-02-04-35,7
2022-05-02-04-36,7
2022-05-02-04-37,7
2022-05-02-04-38,7
2022-05-02-04-39,7
2022-05-02-04-40,7
2022-05-02-04-41,7
2022-05-02-04-42,7
2022-05-02-04-43,7
2022-05-02-04-44,7
2022-05-02-04-45,7
2022-05-02-04-46,7
2022-05-02-04-47,7
2022-05-02-04-48,7
2022-05-02-04-49,7
2022-05-02-04-50,7
2022-05-02-04-51,7
2022-05-02-04-52,7
2022-05-02-04-53,7
2022-05-02-04-54,7
2022-05-02-04-55,7
2022-05-02-04-56,7
2022-05-02-04-57,7
2022-05-02-04-58,7
2022-05-02-04-59,7
2022-05-02-05-00,7
2022-05-02-05-01,7
2022-05-02-05-02,7
2022-05-02-05-03,7
2022-05-02-05-04,7
2022-05-02-05-05,7
2022-05-02-05-06,7
2022-05-02-05-07,7
2022-05-02-05-08,7
2022-05-02-05-09,7
2022-05-02-05-10,7
2022-05-02-05-11,7
2022-05-02-05-12,7
2022-05-02-05-13,8
2022-05-02-05-14,8
2022-05-02-05-15,8
2022-05-02-05-16,8
2022-05-02-05-17,8
2022-05-02-05-18,8
2022-05-02-05-19,8
2022-05-02-05-20,8
2022-05-02-05-21,8
2022-05-02-05-22,8
2022-05-02-05-23,8
2022-05-02-05-24,8
2022-05-02-05-25,8
2022-05-02-05-26,8
2022-05-02-05-27,8
2022-05-02-05-28,8
2022-05-02-05-29,8
2022-05-02-05-30,8
2022-05-02-05-31,8
2022-05-02-05-32,8
2022-05-02-05-33,8
2022-05-02-05-34,8
2022-05-02-05-35,8
2022-05-02-05-36,8
2022-05-02-05-37,8
2022-05-02-05-38,8
2022-05-02-05-39,8
2022-05-02-05-40,8
2022-05-02-05-41,8
2022-05-02-05-42,8
2022-05-02-05-43,8
2022-05-02-05-44,8
2022-05-02-05-45,8
2022-05-02-05-46,8
2022-05-02-05-47,8
2022-05-02-05-48,8
2022-05-02-05-49,8
2022-05-02-05-50,8
2022-05-02-05-51,8
2022-05-02-05-52,8
2022-05-02-05-53,8
2022-05-02-05-54,8
2022-05-02-05-55,8
2022-05-02-05-56,8
2022-05-02-05-57,8
2022-05-02-05-58,8
2022-05-02-05-59,8
2022-05-02-06-00,8
2022-05-02-06-01,8
2022-05-02-06-02,8
2022-05-02-06-03,8
2022-05-02-06-04,8
2022-05-02-06-05,8
2022-05-02-06-06,8
2022-05-02-06-07,8
2022-05-02-06-08,7
2022-05-02-06-09,7
2022-05-02-06-10,7
2022-05-02-06-11,7
2022-05-02-06-12,7
2022-05-02-06-13,7
2022-05-02-06-14,7
2022-05-02-06-15,7
2022-05-02-06-16,7
2022-05-02-06-17,7
2022-05-02-06-18,7
2022-05-02-06-19,7
2022-05-02-06-20,7
2022-05-02-06-21,8
2022-05-02-06-22,8
2022-05-02-06-23,8
2022-05-02-06-24,8
2022-05-02-06-25,8
2022-05-02-06-26,8
2022-05-02-06-27,8
2022-05-02-06-28,8
2022-05-02-06-29,8
2022-05-02-06-30,8
2022-05-02-06-31,8
2022-05-02-06-32,8
2022-05-02-06-33,8
2022-05-02-06-34,8
2022-05-02-06-35,8
2022-05-02-06-36,9
2022-05-02-06-37,9
2022-05-02-06-38,10
2022-05-02-06-39,10
2022-05-02-06-40,10
2022-05-02-06-41,10
2022-05-02-06-42,10
2022-05-02-06-43,10
2022-05-02-06-44,10
2022-05-02-06-45,10
2022-05-02-06-46,10
2022-05-02-06-47,10
2022-05-02-06-48,10
2022-05-02-06-49,11
2022-05-02-06-50,11
2022-05-02-06-51,11
2022-05-02-06-52,10
2022-05-02-06-53,10
2022-05-02-06-54,10
2022-05-02-06-55,10
2022-05-02-06-56,10
2022-05-02-06-57,10
2022-05-02-06-58,10
2022-05-02-06-59,10
2022-05-02-07-00,10
2022-05-02-07-01,10
2022-05-02-07-02,10
2022-05-02-07-03,10
2022-05-02-07-04,10
2022-05-02-07-05,10
2022-05-02-07-06,10
2022-05-02-07-07,10
2022-05-02-07-08,10
2022-05-02-07-09,10
2022-05-02-07-10,10
2022-05-02-07-11,10
2022-05-02-07-12,10
2022-05-02-07-13,10
2022-05-02-07-14,10
2022-05-02-07-15,10
2022-05-02-07-16,10
2022-05-02-07-17,10
2022-05-02-07-18,10
2022-05-02-07-19,10
2022-05-02-07-20,10
2022-05-02-07-21,10
2022-05-02-07-22,10
2022-05-02-07-23,10
2022-05-02-07-24,10
2022-05-02-07-25,10
2022-05-02-07-26,10
2022-05-02-07-27,10
2022-05-02-07-28,10
2022-05-02-07-29,10
2022-05-02-07-30,10
2022-05-02-07-31,10
2022-05-02-07-32,10
2022-05-02-07-33,10
2022-05-02-07-34,10
2022-05-02-07-35,10
2022-05-02-07-36,10
2022-05-02-07-37,10
2022-05-02-07-38,10
2022-05-02-07-40,9
2022-05-02-07-41,9
2022-05-02-07-42,9
2022-05-02-07-43,9
2022-05-02-07-44,9
2022-05-02-07-45,9
2022-05-02-07-46,9
2022-05-02-07-47,9
2022-05-02-07-48,9
2022-05-02-07-49,9
2022-05-02-07-50,9
2022-05-02-07-51,8
2022-05-02-07-52,8
2022-05-02-07-53,8
2022-05-02-07-54,8
2022-05-02-07-55,8
2022-05-02-07-56,8
2022-05-02-07-57,8
2022-05-02-07-58,8
2022-05-02-07-59,8
2022-05-02-08-00,8
2022-05-02-08-01,8
2022-05-02-08-02,8
2022-05-02-08-03,8
2022-05-02-08-04,8
2022-05-02-08-05,8
2022-05-02-08-06,8
2022-05-02-08-07,8
2022-05-02-08-08,8
2022-05-02-08-09,8
2022-05-02-08-10,8
2022-05-02-08-11,8
2022-05-02-08-12,8
2022-05-02-08-13,8
2022-05-02-08-14,8
2022-05-02-08-15,8
2022-05-02-08-16,8
2022-05-02-08-17,8
2022-05-02-08-18,8
2022-05-02-08-19,8
2022-05-02-08-20,8
2022-05-02-08-21,8
2022-05-02-08-22,8
2022-05-02-08-23,8
2022-05-02-08-24,8
2022-05-02-08-25,8
2022-05-02-08-26,8
2022-05-02-08-27,8
2022-05-02-08-28,8
2022-05-02-08-29,9
2022-05-02-08-30,10
2022-05-02-08-31,11
2022-05-02-08-32,11
2022-05-02-08-33,11
2022-05-02-08-34,12
2022-05-02-08-35,12
2022-05-02-08-36,11
2022-05-02-08-37,11
2022-05-02-08-38,11
2022-05-02-08-39,11
2022-05-02-08-40,11
2022-05-02-08-41,11
2022-05-02-08-42,11
2022-05-02-08-43,13
2022-05-02-08-44,14
2022-05-02-08-45,16
2022-05-02-08-46,16
2022-05-02-08-47,18
2022-05-02-08-48,18
2022-05-02-08-49,18
2022-05-02-08-50,18
2022-05-02-08-51,18
2022-05-02-08-52,18
2022-05-02-08-53,19
2022-05-02-08-54,19
2022-05-02-08-55,19
2022-05-02-08-56,21
2022-05-02-08-57,21
2022-05-02-08-58,21
2022-05-02-08-59,23
2022-05-02-09-00,22
2022-05-02-09-01,20
2022-05-02-09-02,20
2022-05-02-09-03,20
2022-05-02-09-04,20
2022-05-02-09-05,20
2022-05-02-09-06,22
2022-05-02-09-07,23
2022-05-02-09-08,23
2022-05-02-09-09,24
2022-05-02-09-10,24
2022-05-02-09-11,24
2022-05-02-09-12,25
2022-05-02-09-13,23
2022-05-02-09-14,25
2022-05-02-09-15,26
2022-05-02-09-16,27
2022-05-02-09-17,26
2022-05-02-09-18,26
2022-05-02-09-19,26
2022-05-02-09-20,27
2022-05-02-09-21,27
2022-05-02-09-22,28
2022-05-02-09-23,30
2022-05-02-09-24,29
2022-05-02-09-25,28
2022-05-02-09-26,28
2022-05-02-09-27,27
2022-05-02-09-28,27
2022-05-02-09-29,25
2022-05-02-09-30,26
2022-05-02-09-31,26
2022-05-02-09-32,26
2022-05-02-09-33,25
2022-05-02-09-34,24
2022-05-02-09-35,24
2022-05-02-09-36,23
2022-05-02-09-37,23
2022-05-02-09-38,23
2022-05-02-09-39,23
2022-05-02-09-40,25
2022-05-02-09-41,26
2022-05-02-09-42,26
2022-05-02-09-43,26
2022-05-02-09-44,26
2022-05-02-09-45,25
2022-05-02-09-46,24
2022-05-02-09-47,24
2022-05-02-09-48,24
2022-05-02-09-49,24
2022-05-02-09-50,23
2022-05-02-09-51,23
2022-05-02-09-52,24
2022-05-02-09-53,23
2022-05-02-09-54,25
2022-05-02-09-55,24
2022-05-02-09-56,24
2022-05-02-09-57,24
2022-05-02-09-58,24
2022-05-02-09-59,25
2022-05-02-10-00,25
2022-05-02-10-01,25
2022-05-02-10-02,24
2022-05-02-10-03,23
2022-05-02-10-04,24
2022-05-02-10-05,24
2022-05-02-10-06,24
2022-05-02-10-07,23
2022-05-02-10-08,24
2022-05-02-10-09,24
2022-05-02-10-10,22
2022-05-02-10-11,22
2022-05-02-10-12,21
2022-05-02-10-13,21
2022-05-02-10-14,21
2022-05-02-10-15,22
2022-05-02-10-16,22
2022-05-02-10-17,23
2022-05-02-10-18,24
2022-05-02-10-19,26
2022-05-02-10-20,28
2022-05-02-10-21,27
2022-05-02-10-22,27
2022-05-02-10-23,27
2022-05-02-10-24,25
2022-05-02-10-25,27
2022-05-02-10-26,27
2022-05-02-10-27,25
2022-05-02-10-28,26
2022-05-02-10-29,26
2022-05-02-10-30,27
2022-05-02-10-31,28
2022-05-02-10-32,29
2022-05-02-10-33,30
2022-05-02-10-34,32
2022-05-02-10-35,32
2022-05-02-10-36,32
2022-05-02-10-37,31
2022-05-02-10-38,30
2022-05-02-10-39,28
2022-05-02-10-40,28
2022-05-02-10-41,28
2022-05-02-10-42,30
2022-05-02-10-43,30
2022-05-02-10-44,28
2022-05-02-10-45,31
2022-05-02-10-46,32
2022-05-02-10-47,34
2022-05-02-10-48,34
2022-05-02-10-49,33
2022-05-02-10-50,33
2022-05-02-10-51,32
2022-05-02-10-52,32
2022-05-02-10-53,33
2022-05-02-10-54,34
2022-05-02-10-55,33
2022-05-02-10-56,32
2022-05-02-10-57,31
2022-05-02-10-58,31
2022-05-02-10-59,31
2022-05-02-11-00,31
2022-05-02-11-01,32
2022-05-02-11-02,32
2022-05-02-11-03,32
2022-05-02-11-04,34
2022-05-02-11-05,36
2022-05-02-11-06,36
2022-05-02-11-07,36
2022-05-02-11-08,36
2022-05-02-11-09,35
2022-05-02-11-10,36
2022-05-02-11-11,37
2022-05-02-11-12,36
2022-05-02-11-13,36
2022-05-02-11-14,36
2022-05-02-11-15,34
2022-05-02-11-16,34
2022-05-02-11-17,33
2022-05-02-11-18,32
2022-05-02-11-19,31
2022-05-02-11-20,30
2022-05-02-11-21,31
2022-05-02-11-22,33
2022-05-02-11-23,33
2022-05-02-11-24,34
2022-05-02-11-25,34
2022-05-02-11-26,33
2022-05-02-11-27,33
2022-05-02-11-28,33
2022-05-02-11-29,33
2022-05-02-11-30,33
2022-05-02-11-31,34
2022-05-02-11-32,33
2022-05-02-11-33,32
2022-05-02-11-34,31
2022-05-02-11-35,28
2022-05-02-11-36,27
2022-05-02-11-37,27
2022-05-02-11-38,28
2022-05-02-11-39,28
2022-05-02-11-40,27
2022-05-02-11-41,27
2022-05-02-11-42,27
2022-05-02-11-43,30
2022-05-02-11-44,32
2022-05-02-11-45,33
2022-05-02-11-46,38
2022-05-02-11-47,41
2022-05-02-11-48,39
2022-05-02-11-49,39
2022-05-02-11-50,37
2022-05-02-11-51,36
2022-05-02-11-52,36
2022-05-02-11-53,36
2022-05-02-11-54,36
2022-05-02-11-55,37
2022-05-02-11-56,38
2022-05-02-11-57,37
2022-05-02-11-58,38
2022-05-02-11-59,38
2022-05-02-12-00,37
2022-05-02-12-01,39
2022-05-02-12-02,38
2022-05-02-12-03,38
2022-05-02-12-04,38
2022-05-02-12-05,37
2022-05-02-12-06,40
2022-05-02-12-07,39
2022-05-02-12-08,42
2022-05-02-12-09,42
2022-05-02-12-10,42
2022-05-02-12-11,42
2022-05-02-12-12,42
2022-05-02-12-13,43
2022-05-02-12-14,43
2022-05-02-12-15,43
2022-05-02-12-16,43
2022-05-02-12-17,43
2022-05-02-12-18,44
2022-05-02-12-19,44
2022-05-02-12-20,44
2022-05-02-12-21,44
2022-05-02-12-22,44
2022-05-02-12-23,42
2022-05-02-12-24,43
2022-05-02-12-25,43
2022-05-02-12-26,42
2022-05-02-12-27,42
2022-05-02-12-28,43
2022-05-02-12-29,45
2022-05-02-12-30,45
2022-05-02-12-31,43
2022-05-02-12-32,41
2022-05-02-12-33,39
2022-05-02-12-34,39
2022-05-02-12-35,39
2022-05-02-12-36,38
2022-05-02-12-37,38
2022-05-02-12-38,39
2022-05-02-12-39,36
2022-05-02-12-40,33
2022-05-02-12-41,33
2022-05-02-12-42,34
2022-05-02-12-43,34
2022-05-02-12-44,31
2022-05-02-12-45,31
2022-05-02-12-46,30
2022-05-02-12-47,28
2022-05-02-12-48,27
2022-05-02-12-49,27
2022-05-02-12-50,27
2022-05-02-12-51,28
2022-05-02-12-52,27
2022-05-02-12-53,27
2022-05-02-12-54,28
2022-05-02-12-55,27
2022-05-02-12-56,27
2022-05-02-12-57,28
2022-05-02-12-58,28
2022-05-02-12-59,27
2022-05-02-13-00,27
2022-05-02-13-01,27
2022-05-02-13-02,29
2022-05-02-13-03,29
2022-05-02-13-04,29
2022-05-02-13-05,28
2022-05-02-13-06,28
2022-05-02-13-07,28
2022-05-02-13-08,27
2022-05-02-13-09,25
2022-05-02-13-10,28
2022-05-02-13-11,28
2022-05-02-13-12,27
2022-05-02-13-13,25
2022-05-02-13-14,27
2022-05-02-13-15,27
2022-05-02-13-16,27
2022-05-02-13-17,27
2022-05-02-13-18,28
2022-05-02-13-19,29
2022-05-02-13-20,29
2022-05-02-13-21,28
2022-05-02-13-22,29
2022-05-02-13-23,29
2022-05-02-13-24,29
2022-05-02-13-25,32
2022-05-02-13-26,33
2022-05-02-13-27,33
2022-05-02-13-28,32
2022-05-02-13-29,32
2022-05-02-13-30,31
2022-05-02-13-31,32
2022-05-02-13-32,30
2022-05-02-13-33,31
2022-05-02-13-34,32
2022-05-02-13-35,32
2022-05-02-13-36,32
2022-05-02-13-37,31
2022-05-02-13-38,30
2022-05-02-13-39,30
2022-05-02-13-40,32
2022-05-02-13-41,32
2022-05-02-13-42,32
2022-05-02-13-43,31
2022-05-02-13-44,30
2022-05-02-13-45,29
2022-05-02-13-46,31
2022-05-02-13-47,30
2022-05-02-13-48,29
2022-05-02-13-49,29
2022-05-02-13-50,29
2022-05-02-13-51,29
2022-05-02-13-52,30
2022-05-02-13-53,31
2022-05-02-13-54,31
2022-05-02-13-55,31
2022-05-02-13-56,30
2022-05-02-13-57,27
2022-05-02-13-58,28
2022-05-02-13-59,29
2022-05-02-14-00,29
2022-05-02-14-01,31
2022-05-02-14-03,31
2022-05-02-14-04,29
2022-05-02-14-05,27
2022-05-02-14-06,28
2022-05-02-14-07,27
2022-05-02-14-08,25
2022-05-02-14-09,25
2022-05-02-14-10,24
2022-05-02-14-11,25
2022-05-02-14-12,24
2022-05-02-14-13,25
2022-05-02-14-14,28
2022-05-02-14-15,28
2022-05-02-14-16,29
2022-05-02-14-17,31
2022-05-02-14-18,34
2022-05-02-14-19,32
2022-05-02-14-20,33
2022-05-02-14-21,33
2022-05-02-14-22,34
2022-05-02-14-23,34
2022-05-02-14-24,35
2022-05-02-14-25,32
2022-05-02-14-26,32
2022-05-02-14-27,32
2022-05-02-14-28,33
2022-05-02-14-29,36
2022-05-02-14-30,36
2022-05-02-14-31,36
2022-05-02-14-32,37
2022-05-02-14-33,35
2022-05-02-14-34,36
2022-05-02-14-35,37
2022-05-02-14-36,38
2022-05-02-14-37,43
2022-05-02-14-38,43
2022-05-02-14-39,44
2022-05-02-14-40,45
2022-05-02-14-41,45
2022-05-02-14-42,44
2022-05-02-14-43,43
2022-05-02-14-44,44
2022-05-02-14-45,46
2022-05-02-14-46,46
2022-05-02-14-47,46
2022-05-02-14-48,47
2022-05-02-14-49,46
2022-05-02-14-50,46
2022-05-02-14-51,47
2022-05-02-14-52,48
2022-05-02-14-53,49
2022-05-02-14-54,51
2022-05-02-14-55,49
2022-05-02-14-56,49
2022-05-02-14-57,49
2022-05-02-14-58,51
2022-05-02-14-59,53
2022-05-02-15-00,54
2022-05-02-15-01,54
2022-05-02-15-02,54
2022-05-02-15-03,55
2022-05-02-15-04,55
2022-05-02-15-05,58
2022-05-02-15-06,59
2022-05-02-15-07,60
2022-05-02-15-08,62
2022-05-02-15-09,62
2022-05-02-15-10,62
2022-05-02-15-11,62
2022-05-02-15-12,63
2022-05-02-15-13,65
2022-05-02-15-14,65
2022-05-02-15-15,65
2022-05-02-15-16,67
2022-05-02-15-17,65
2022-05-02-15-18,62
2022-05-02-15-19,60
2022-05-02-15-20,61
2022-05-02-15-21,59
2022-05-02-15-22,60
2022-05-02-15-23,56
2022-05-02-15-24,56
2022-05-02-15-25,58
2022-05-02-15-26,57
2022-05-02-15-27,54
2022-05-02-15-28,54
2022-05-02-15-29,51
2022-05-02-15-30,49
2022-05-02-15-31,48
2022-05-02-15-32,50
2022-05-02-15-33,51
2022-05-02-15-34,51
2022-05-02-15-35,49
2022-05-02-15-36,48
2022-05-02-15-37,46
2022-05-02-15-38,45
2022-05-02-15-39,45
2022-05-02-15-40,45
2022-05-02-15-41,44
2022-05-02-15-42,43
2022-05-02-15-43,43
2022-05-02-15-44,43
2022-05-02-15-45,42
2022-05-02-15-46,40
2022-05-02-15-47,41
2022-05-02-15-48,43
2022-05-02-15-49,41
2022-05-02-15-50,39
2022-05-02-15-51,39
2022-05-02-15-52,37
2022-05-02-15-53,37
2022-05-02-15-54,39
2022-05-02-15-55,39
2022-05-02-15-56,48
2022-05-02-15-57,49
2022-05-02-15-58,49
2022-05-02-15-59,51
2022-05-02-16-00,50
2022-05-02-16-01,50
2022-05-02-16-02,50
2022-05-02-16-03,48
2022-05-02-16-04,49
2022-05-02-16-05,49
2022-05-02-16-06,49
2022-05-02-16-07,49
2022-05-02-16-08,50
2022-05-02-16-09,51
2022-05-02-16-10,52
2022-05-02-16-11,52
2022-05-02-16-12,52
2022-05-02-16-13,51
2022-05-02-16-14,51
2022-05-02-16-15,50
2022-05-02-16-16,51
2022-05-02-16-17,53
2022-05-02-16-18,53
2022-05-02-16-19,52
2022-05-02-16-20,53
2022-05-02-16-21,53
2022-05-02-16-22,54
2022-05-02-16-23,53
2022-05-02-16-24,55
2022-05-02-16-25,54
2022-05-02-16-26,55
2022-05-02-16-27,53
2022-05-02-16-28,51
2022-05-02-16-29,51
2022-05-02-16-30,51
2022-05-02-16-31,51
2022-05-02-16-32,49
2022-05-02-16-33,49
2022-05-02-16-34,49
2022-05-02-16-35,49
2022-05-02-16-36,47
2022-05-02-16-37,46
2022-05-02-16-38,45
2022-05-02-16-39,44
2022-05-02-16-40,43
2022-05-02-16-41,43
2022-05-02-16-42,43
2022-05-02-16-43,44
2022-05-02-16-44,44
2022-05-02-16-45,43
2022-05-02-16-46,44
2022-05-02-16-47,44
2022-05-02-16-48,43
2022-05-02-16-49,43
2022-05-02-16-50,46
2022-05-02-16-51,46
2022-05-02-16-52,47
2022-05-02-16-53,48
2022-05-02-16-54,47
2022-05-02-16-55,45
2022-05-02-16-56,41
2022-05-02-16-57,36
2022-05-02-16-58,38
2022-05-02-16-59,35
2022-05-02-17-00,34
2022-05-02-17-01,33
2022-05-02-17-02,34
2022-05-02-17-03,35
2022-05-02-17-04,35
2022-05-02-17-05,36
2022-05-02-17-06,36
2022-05-02-17-07,37
2022-05-02-17-08,36
2022-05-02-17-09,37
2022-05-02-17-10,37
2022-05-02-17-11,37
2022-05-02-17-12,37
2022-05-02-17-13,36
2022-05-02-17-14,35
2022-05-02-17-15,35
2022-05-02-17-16,33
2022-05-02-17-17,32
2022-05-02-17-18,31
2022-05-02-17-19,30
2022-05-02-17-20,30
2022-05-02-17-21,30
2022-05-02-17-22,29
2022-05-02-17-23,29
2022-05-02-17-24,28
2022-05-02-17-25,28
2022-05-02-17-26,28
2022-05-02-17-27,29
2022-05-02-17-28,30
2022-05-02-17-29,30
2022-05-02-17-30,29
2022-05-02-17-31,28
2022-05-02-17-32,29
2022-05-02-17-33,29
2022-05-02-17-34,29
2022-05-02-17-35,30
2022-05-02-17-36,32
2022-05-02-17-37,32
2022-05-02-17-38,31
2022-05-02-17-39,31
2022-05-02-17-40,31
2022-05-02-17-41,32
2022-05-02-17-42,33
2022-05-02-17-43,31
2022-05-02-17-44,30
2022-05-02-17-45,31
2022-05-02-17-46,32
2022-05-02-17-47,32
2022-05-02-17-48,32
2022-05-02-17-49,32
2022-05-02-17-50,31
2022-05-02-17-51,31
2022-05-02-17-52,32
2022-05-02-17-53,32
2022-05-02-17-54,33
2022-05-02-17-55,34
2022-05-02-17-56,33
2022-05-02-17-57,35
2022-05-02-17-58,35
2022-05-02-17-59,34
2022-05-02-18-00,34
2022-05-02-18-01,34
2022-05-02-18-02,33
2022-05-02-18-03,33
2022-05-02-18-04,33
2022-05-02-18-05,33
2022-05-02-18-06,32
2022-05-02-18-07,30
2022-05-02-18-08,29
2022-05-02-18-09,28
2022-05-02-18-10,27
2022-05-02-18-11,27
2022-05-02-18-12,30
2022-05-02-18-13,31
2022-05-02-18-14,31
2022-05-02-18-15,32
2022-05-02-18-16,34
2022-05-02-18-17,33
2022-05-02-18-18,33
