date,usage
2022-05-03-12-18,29
2022-05-03-12-19,28
2022-05-03-12-20,28
2022-05-03-12-21,28
2022-05-03-12-22,29
2022-05-03-12-23,32
2022-05-03-12-24,33
2022-05-03-12-25,32
2022-05-03-12-26,33
2022-05-03-12-27,33
2022-05-03-12-28,30
2022-05-03-12-29,30
2022-05-03-12-30,30
2022-05-03-12-31,31
2022-05-03-12-32,31
2022-05-03-12-33,31
2022-05-03-12-34,29
2022-05-03-12-35,29
2022-05-03-12-36,29
2022-05-03-12-37,30
2022-05-03-12-38,29
2022-05-03-12-39,29
2022-05-03-12-40,28
2022-05-03-12-41,29
2022-05-03-12-42,28
2022-05-03-12-43,28
2022-05-03-12-44,28
2022-05-03-12-45,28
2022-05-03-12-46,29
2022-05-03-12-47,29
2022-05-03-12-48,29
2022-05-03-12-49,29
2022-05-03-12-50,28
2022-05-03-12-51,28
2022-05-03-12-52,27
2022-05-03-12-53,28
2022-05-03-12-54,29
2022-05-03-12-55,29
2022-05-03-12-56,29
2022-05-03-12-57,29
2022-05-03-12-58,29
2022-05-03-12-59,29
2022-05-03-13-00,29
2022-05-03-13-01,28
2022-05-03-13-02,29
2022-05-03-13-03,29
2022-05-03-13-04,29
2022-05-03-13-05,29
2022-05-03-13-06,29
2022-05-03-13-07,30
2022-05-03-13-08,30
2022-05-03-13-09,30
2022-05-03-13-10,30
2022-05-03-13-11,29
2022-05-03-13-12,29
2022-05-03-13-13,29
2022-05-03-13-14,30
2022-05-03-13-15,30
2022-05-03-13-16,30
2022-05-03-13-17,30
2022-05-03-13-18,31
2022-05-03-13-19,36
2022-05-03-13-20,37
2022-05-03-13-21,37
2022-05-03-13-22,38
2022-05-03-13-23,38
2022-05-03-13-24,37
2022-05-03-13-25,38
2022-05-03-13-26,37
2022-05-03-13-27,38
2022-05-03-13-28,38
2022-05-03-13-29,39
2022-05-03-13-30,39
2022-05-03-13-31,39
2022-05-03-13-32,39
2022-05-03-13-33,38
2022-05-03-13-34,38
2022-05-03-13-35,38
2022-05-03-13-36,38
2022-05-03-13-37,39
2022-05-03-13-38,37
2022-05-03-13-39,38
2022-05-03-13-40,38
2022-05-03-13-41,38
2022-05-03-13-42,38
2022-05-03-13-43,38
2022-05-03-13-44,39
2022-05-03-13-45,42
2022-05-03-13-46,43
2022-05-03-13-47,43
2022-05-03-13-48,43
2022-05-03-13-49,44
2022-05-03-13-50,43
2022-05-03-13-51,43
2022-05-03-13-52,45
2022-05-03-13-53,45
2022-05-03-13-54,44
2022-05-03-13-55,43
2022-05-03-13-56,43
2022-05-03-13-57,44
2022-05-03-13-58,44
2022-05-03-13-59,45
2022-05-03-14-00,46
2022-05-03-14-01,46
2022-05-03-14-02,46
2022-05-03-14-03,44
2022-05-03-14-04,44
2022-05-03-14-05,45
2022-05-03-14-06,46
2022-05-03-14-07,46
2022-05-03-14-08,45
2022-05-03-14-09,46
2022-05-03-14-10,48
2022-05-03-14-11,48
2022-05-03-14-12,50
2022-05-03-14-13,49
2022-05-03-14-14,49
2022-05-03-14-15,49
2022-05-03-14-16,49
2022-05-03-14-17,52
2022-05-03-14-18,53
2022-05-03-14-19,51
2022-05-03-14-20,50
2022-05-03-14-21,50
2022-05-03-14-22,49
2022-05-03-14-23,49
2022-05-03-14-24,49
2022-05-03-14-25,48
2022-05-03-14-26,47
2022-05-03-14-27,47
2022-05-03-14-28,47
2022-05-03-14-29,46
2022-05-03-14-30,46
2022-05-03-14-31,46
2022-05-03-14-32,46
2022-05-03-14-33,46
2022-05-03-14-34,47
2022-05-03-14-35,46
2022-05-03-14-36,47
2022-05-03-14-37,46
2022-05-03-14-38,46
2022-05-03-14-39,51
2022-05-03-14-40,49
2022-05-03-14-41,52
2022-05-03-14-42,55
2022-05-03-14-43,55
2022-05-03-14-44,55
2022-05-03-14-45,56
2022-05-03-14-46,50
2022-05-03-14-47,50
2022-05-03-14-48,48
2022-05-03-14-49,47
2022-05-03-14-51,47
2022-05-03-14-52,48
2022-05-03-14-53,47
2022-05-03-14-54,47
2022-05-03-14-55,47
2022-05-03-14-56,46
2022-05-03-14-57,44
2022-05-03-14-58,44
2022-05-03-14-59,43
2022-05-03-15-00,44
2022-05-03-15-01,43
2022-05-03-15-02,43
2022-05-03-15-03,43
2022-05-03-15-04,43
2022-05-03-15-05,42
2022-05-03-15-06,42
2022-05-03-15-07,42
2022-05-03-15-08,41
2022-05-03-15-09,42
2022-05-03-15-10,41
2022-05-03-15-11,42
2022-05-03-15-12,41
2022-05-03-15-13,41
2022-05-03-15-14,40
2022-05-03-15-15,41
2022-05-03-15-16,41
2022-05-03-15-17,42
2022-05-03-15-18,43
2022-05-03-15-19,42
2022-05-03-15-20,43
2022-05-03-15-21,45
2022-05-03-15-22,45
2022-05-03-15-23,44
2022-05-03-15-24,44
2022-05-03-15-25,43
2022-05-03-15-26,42
2022-05-03-15-27,43
2022-05-03-15-28,46
2022-05-03-15-29,46
2022-05-03-15-30,46
2022-05-03-15-31,47
2022-05-03-15-32,48
2022-05-03-15-33,48
2022-05-03-15-34,48
2022-05-03-15-35,47
2022-05-03-15-36,45
2022-05-03-15-37,45
2022-05-03-15-38,43
2022-05-03-15-39,43
2022-05-03-15-40,41
2022-05-03-15-41,39
2022-05-03-15-42,40
2022-05-03-15-43,38
2022-05-03-15-44,38
2022-05-03-15-45,38
2022-05-03-15-46,38
2022-05-03-15-47,37
2022-05-03-15-48,37
2022-05-03-15-49,38
2022-05-03-15-50,37
2022-05-03-15-51,36
2022-05-03-15-52,35
2022-05-03-15-53,34
2022-05-03-15-54,33
2022-05-03-15-55,33
2022-05-03-15-56,33
2022-05-03-15-57,35
2022-05-03-15-58,35
2022-05-03-15-59,36
2022-05-03-16-00,35
2022-05-03-16-01,35
2022-05-03-16-02,35
2022-05-03-16-03,36
2022-05-03-16-04,37
2022-05-03-16-05,38
2022-05-03-16-06,38
2022-05-03-16-07,40
2022-05-03-16-08,42
2022-05-03-16-09,41
2022-05-03-16-10,41
2022-05-03-16-11,41
2022-05-03-16-12,41
2022-05-03-16-13,42
2022-05-03-16-14,43
2022-05-03-16-15,43
2022-05-03-16-16,43
2022-05-03-16-17,42
2022-05-03-16-18,40
2022-05-03-16-19,40
2022-05-03-16-20,40
2022-05-03-16-21,39
2022-05-03-16-22,39
2022-05-03-16-23,39
2022-05-03-16-24,41
2022-05-03-16-25,41
2022-05-03-16-26,41
2022-05-03-16-27,40
2022-05-03-16-28,38
2022-05-03-16-29,38
2022-05-03-16-30,38
2022-05-03-16-31,37
2022-05-03-16-32,36
2022-05-03-16-33,36
2022-05-03-16-34,36
2022-05-03-16-35,36
2022-05-03-16-36,36
2022-05-03-16-37,39
2022-05-03-16-38,40
2022-05-03-16-39,41
2022-05-03-16-40,42
2022-05-03-16-41,40
2022-05-03-16-42,38
2022-05-03-16-43,39
2022-05-03-16-44,39
2022-05-03-16-45,38
2022-05-03-16-46,39
2022-05-03-16-47,39
2022-05-03-16-48,39
2022-05-03-16-49,40
2022-05-03-16-50,40
2022-05-03-16-51,40
2022-05-03-16-52,40
2022-05-03-16-53,39
2022-05-03-16-54,39
2022-05-03-16-55,39
2022-05-03-16-56,40
2022-05-03-16-57,38
2022-05-03-16-58,39
2022-05-03-16-59,39
2022-05-03-17-00,38
2022-05-03-17-01,37
2022-05-03-17-02,37
2022-05-03-17-03,36
2022-05-03-17-04,34
2022-05-03-17-05,35
2022-05-03-17-06,37
2022-05-03-17-07,35
2022-05-03-17-08,35
2022-05-03-17-09,32
2022-05-03-17-10,32
2022-05-03-17-11,34
2022-05-03-17-12,33
2022-05-03-17-13,32
2022-05-03-17-14,32
2022-05-03-17-15,32
2022-05-03-17-16,32
2022-05-03-17-17,31
2022-05-03-17-18,31
2022-05-03-17-19,31
2022-05-03-17-20,32
2022-05-03-17-21,31
2022-05-03-17-22,31
2022-05-03-17-23,32
2022-05-03-17-24,33
2022-05-03-17-25,34
2022-05-03-17-26,33
2022-05-03-17-27,32
2022-05-03-17-28,33
2022-05-03-17-29,33
2022-05-03-17-30,32
2022-05-03-17-31,33
2022-05-03-17-32,34
2022-05-03-17-33,34
2022-05-03-17-34,33
2022-05-03-17-35,32
2022-05-03-17-36,31
2022-05-03-17-37,30
2022-05-03-17-38,30
2022-05-03-17-39,31
2022-05-03-17-40,31
2022-05-03-17-41,30
2022-05-03-17-42,29
2022-05-03-17-43,28
2022-05-03-17-44,29
2022-05-03-17-45,29
2022-05-03-17-46,29
2022-05-03-17-47,31
2022-05-03-17-48,29
2022-05-03-17-49,29
2022-05-03-17-50,29
2022-05-03-17-51,28
2022-05-03-17-52,29
2022-05-03-17-53,29
2022-05-03-17-54,29
2022-05-03-17-55,29
2022-05-03-17-56,30
2022-05-03-17-57,30
2022-05-03-17-58,31
2022-05-03-17-59,31
2022-05-03-18-00,32
2022-05-03-18-01,32
2022-05-03-18-02,32
2022-05-03-18-03,32
2022-05-03-18-04,33
2022-05-03-18-05,33
2022-05-03-18-06,34
2022-05-03-18-07,33
2022-05-03-18-08,34
2022-05-03-18-09,32
2022-05-03-18-10,32
2022-05-03-18-11,32
2022-05-03-18-12,32
2022-05-03-18-13,30
2022-05-03-18-14,30
2022-05-03-18-15,29
2022-05-03-18-16,30
2022-05-03-18-17,30
2022-05-03-18-18,30
2022-05-03-18-19,29
2022-05-03-18-20,29
2022-05-03-18-21,29
2022-05-03-18-22,29
2022-05-03-18-23,29
2022-05-03-18-24,28
2022-05-03-18-25,29
2022-05-03-18-26,29
2022-05-03-18-27,29
2022-05-03-18-28,30
2022-05-03-18-29,30
2022-05-03-18-30,30
2022-05-03-18-31,30
2022-05-03-18-32,30
2022-05-03-18-33,30
2022-05-03-18-34,32
2022-05-03-18-35,30
2022-05-03-18-36,29
2022-05-03-18-37,28
2022-05-03-18-38,28
2022-05-03-18-39,28
2022-05-03-18-40,29
2022-05-03-18-41,30
2022-05-03-18-42,31
2022-05-03-18-43,31
2022-05-03-18-44,30
2022-05-03-18-45,30
2022-05-03-18-46,30
2022-05-03-18-47,28
2022-05-03-18-48,29
2022-05-03-18-49,29
2022-05-03-18-50,30
2022-05-03-18-51,31
2022-05-03-18-52,32
2022-05-03-18-53,32
2022-05-03-18-54,33
2022-05-03-18-55,34
2022-05-03-18-56,34
2022-05-03-18-57,34
2022-05-03-18-58,32
2022-05-03-18-59,33
2022-05-03-19-00,33
2022-05-03-19-01,33
2022-05-03-19-02,33
2022-05-03-19-03,33
2022-05-03-19-04,33
2022-05-03-19-05,34
2022-05-03-19-06,33
2022-05-03-19-07,35
2022-05-03-19-08,36
2022-05-03-19-09,35
2022-05-03-19-10,35
2022-05-03-19-11,37
2022-05-03-19-12,37
2022-05-03-19-13,37
2022-05-03-19-14,38
2022-05-03-19-15,39
2022-05-03-19-16,39
2022-05-03-19-17,40
2022-05-03-19-18,38
2022-05-03-19-19,38
2022-05-03-19-20,38
2022-05-03-19-21,39
2022-05-03-19-22,36
2022-05-03-19-23,37
2022-05-03-19-24,37
2022-05-03-19-25,36
2022-05-03-19-26,34
2022-05-03-19-27,34
2022-05-03-19-28,34
2022-05-03-19-29,34
2022-05-03-19-30,34
2022-05-03-19-31,34
2022-05-03-19-32,33
2022-05-03-19-33,34
2022-05-03-19-34,35
2022-05-03-19-35,34
2022-05-03-19-36,36
2022-05-03-19-37,37
2022-05-03-19-38,37
2022-05-03-19-39,38
2022-05-03-19-40,38
2022-05-03-19-41,38
2022-05-03-19-42,38
2022-05-03-19-43,38
2022-05-03-19-44,38
2022-05-03-19-45,36
2022-05-03-19-46,37
2022-05-03-19-47,38
2022-05-03-19-48,39
2022-05-03-19-49,39
2022-05-03-19-50,39
2022-05-03-19-51,39
2022-05-03-19-52,39
2022-05-03-19-53,38
2022-05-03-19-54,39
2022-05-03-19-55,39
2022-05-03-19-56,40
2022-05-03-19-57,39
2022-05-03-19-58,40
2022-05-03-19-59,39
2022-05-03-20-00,39
2022-05-03-20-01,40
2022-05-03-20-02,40
2022-05-03-20-03,40
2022-05-03-20-04,42
2022-05-03-20-05,41
2022-05-03-20-06,43
2022-05-03-20-07,39
2022-05-03-20-08,40
2022-05-03-20-09,40
2022-05-03-20-10,40
2022-05-03-20-11,40
2022-05-03-20-12,41
2022-05-03-20-13,44
2022-05-03-20-14,45
2022-05-03-20-15,45
2022-05-03-20-16,48
2022-05-03-20-17,47
2022-05-03-20-18,46
2022-05-03-20-19,46
2022-05-03-20-20,47
2022-05-03-20-21,47
2022-05-03-20-22,47
2022-05-03-20-23,46
2022-05-03-20-24,46
2022-05-03-20-25,43
2022-05-03-20-26,43
2022-05-03-20-27,43
2022-05-03-20-28,44
2022-05-03-20-29,43
2022-05-03-20-30,42
2022-05-03-20-31,42
2022-05-03-20-32,42
2022-05-03-20-33,41
2022-05-03-20-34,41
2022-05-03-20-35,40
2022-05-03-20-36,41
2022-05-03-20-37,39
2022-05-03-20-38,39
2022-05-03-20-39,40
2022-05-03-20-40,41
2022-05-03-20-41,40
2022-05-03-20-42,39
2022-05-03-20-43,38
2022-05-03-20-44,39
2022-05-03-20-45,39
2022-05-03-20-46,38
2022-05-03-20-47,38
2022-05-03-20-48,39
2022-05-03-20-49,38
2022-05-03-20-50,38
2022-05-03-20-51,39
2022-05-03-20-52,40
2022-05-03-20-53,40
2022-05-03-20-54,40
2022-05-03-20-55,39
2022-05-03-20-56,39
2022-05-03-20-57,40
2022-05-03-20-58,40
2022-05-03-20-59,39
2022-05-03-21-00,37
2022-05-03-21-01,37
2022-05-03-21-03,38
2022-05-03-21-04,39
2022-05-03-21-05,39
2022-05-03-21-06,39
2022-05-03-21-07,39
2022-05-03-21-08,42
2022-05-03-21-09,42
2022-05-03-21-10,43
2022-05-03-21-11,44
2022-05-03-21-12,47
2022-05-03-21-13,48
2022-05-03-21-14,48
2022-05-03-21-15,46
2022-05-03-21-16,44
2022-05-03-21-17,43
2022-05-03-21-18,41
2022-05-03-21-19,42
2022-05-03-21-20,41
2022-05-03-21-21,42
2022-05-03-21-22,42
2022-05-03-21-23,42
2022-05-03-21-24,41
2022-05-03-21-25,41
2022-05-03-21-26,42
2022-05-03-21-27,41
2022-05-03-21-28,41
2022-05-03-21-29,40
2022-05-03-21-30,39
2022-05-03-21-31,40
2022-05-03-21-32,40
2022-05-03-21-33,40
2022-05-03-21-34,40
2022-05-03-21-35,39
2022-05-03-21-36,38
2022-05-03-21-37,38
2022-05-03-21-38,36
2022-05-03-21-39,36
2022-05-03-21-40,36
2022-05-03-21-41,34
2022-05-03-21-42,35
2022-05-03-21-43,35
2022-05-03-21-44,35
2022-05-03-21-45,34
2022-05-03-21-46,37
2022-05-03-21-47,37
2022-05-03-21-48,37
2022-05-03-21-49,37
2022-05-03-21-50,36
2022-05-03-21-51,35
2022-05-03-21-52,35
2022-05-03-21-53,34
2022-05-03-21-54,37
2022-05-03-21-55,37
2022-05-03-21-56,36
2022-05-03-21-57,36
2022-05-03-21-58,36
2022-05-03-21-59,37
2022-05-03-22-00,38
2022-05-03-22-01,39
2022-05-03-22-02,37
2022-05-03-22-03,35
2022-05-03-22-04,35
2022-05-03-22-05,36
2022-05-03-22-06,35
2022-05-03-22-07,33
2022-05-03-22-08,34
2022-05-03-22-09,34
2022-05-03-22-10,34
2022-05-03-22-11,34
2022-05-03-22-12,34
2022-05-03-22-13,32
2022-05-03-22-14,32
2022-05-03-22-15,30
2022-05-03-22-16,28
2022-05-03-22-17,28
2022-05-03-22-18,28
2022-05-03-22-19,29
2022-05-03-22-20,31
2022-05-03-22-21,32
2022-05-03-22-22,32
2022-05-03-22-23,34
2022-05-03-22-24,34
2022-05-03-22-25,33
2022-05-03-22-26,34
2022-05-03-22-27,34
2022-05-03-22-28,34
2022-05-03-22-29,34
2022-05-03-22-30,34
2022-05-03-22-31,32
2022-05-03-22-32,33
2022-05-03-22-33,31
2022-05-03-22-34,31
2022-05-03-22-35,32
2022-05-03-22-36,32
2022-05-03-22-37,31
2022-05-03-22-38,31
2022-05-03-22-39,31
2022-05-03-22-40,31
2022-05-03-22-41,31
2022-05-03-22-42,31
2022-05-03-22-43,32
2022-05-03-22-44,32
2022-05-03-22-45,32
2022-05-03-22-46,32
2022-05-03-22-47,32
2022-05-03-22-48,32
2022-05-03-22-49,32
2022-05-03-22-50,30
2022-05-03-22-51,31
2022-05-03-22-52,30
2022-05-03-22-53,31
2022-05-03-22-54,32
2022-05-03-22-55,30
2022-05-03-22-56,31
2022-05-03-22-57,30
2022-05-03-22-58,30
2022-05-03-22-59,31
2022-05-03-23-00,31
2022-05-03-23-01,31
2022-05-03-23-02,31
2022-05-03-23-03,33
2022-05-03-23-04,34
2022-05-03-23-05,34
2022-05-03-23-06,34
2022-05-03-23-07,34
2022-05-03-23-08,31
2022-05-03-23-09,32
2022-05-03-23-10,31
2022-05-03-23-11,31
2022-05-03-23-12,28
2022-05-03-23-13,29
2022-05-03-23-14,29
2022-05-03-23-15,29
2022-05-03-23-16,30
2022-05-03-23-17,31
2022-05-03-23-18,30
2022-05-03-23-19,31
2022-05-03-23-20,31
2022-05-03-23-21,31
2022-05-03-23-22,31
2022-05-03-23-23,29
2022-05-03-23-24,29
2022-05-03-23-25,29
2022-05-03-23-26,29
2022-05-03-23-27,30
2022-05-03-23-28,30
2022-05-03-23-29,29
2022-05-03-23-30,30
2022-05-03-23-31,30
2022-05-03-23-32,30
2022-05-03-23-33,31
2022-05-03-23-34,31
2022-05-03-23-35,30
2022-05-03-23-36,30
2022-05-03-23-37,29
2022-05-03-23-38,30
2022-05-03-23-39,29
2022-05-03-23-40,29
2022-05-03-23-41,29
2022-05-03-23-42,29
2022-05-03-23-43,29
2022-05-03-23-44,28
2022-05-03-23-45,28
2022-05-03-23-46,28
2022-05-03-23-47,28
2022-05-03-23-48,28
2022-05-03-23-49,29
2022-05-03-23-50,29
2022-05-03-23-51,29
2022-05-03-23-52,29
2022-05-03-23-53,29
2022-05-03-23-54,29
2022-05-03-23-55,30
2022-05-03-23-56,30
2022-05-03-23-57,30
2022-05-03-23-58,30
2022-05-03-23-59,29
2022-05-04-00-00,29
2022-05-04-00-01,29
2022-05-04-00-02,29
2022-05-04-00-03,29
2022-05-04-00-04,28
2022-05-04-00-05,28
2022-05-04-00-06,28
2022-05-04-00-07,28
2022-05-04-00-08,28
2022-05-04-00-09,28
2022-05-04-00-10,28
2022-05-04-00-11,29
2022-05-04-00-12,30
2022-05-04-00-13,30
2022-05-04-00-14,30
2022-05-04-00-15,30
2022-05-04-00-16,30
2022-05-04-00-17,28
2022-05-04-00-18,28
2022-05-04-00-19,27
2022-05-04-00-20,26
2022-05-04-00-21,26
2022-05-04-00-22,27
2022-05-04-00-23,27
2022-05-04-00-24,27
2022-05-04-00-25,27
2022-05-04-00-26,28
2022-05-04-00-27,27
2022-05-04-00-28,28
2022-05-04-00-29,28
2022-05-04-00-30,27
2022-05-04-00-31,27
2022-05-04-00-32,27
2022-05-04-00-33,26
2022-05-04-00-34,26
2022-05-04-00-35,26
2022-05-04-00-36,26
2022-05-04-00-37,26
2022-05-04-00-38,26
2022-05-04-00-39,25
2022-05-04-00-40,25
2022-05-04-00-41,25
2022-05-04-00-42,27
2022-05-04-00-43,27
2022-05-04-00-44,27
2022-05-04-00-45,27
2022-05-04-00-46,27
2022-05-04-00-47,28
2022-05-04-00-48,27
2022-05-04-00-49,26
2022-05-04-00-50,26
2022-05-04-00-51,26
2022-05-04-00-52,26
2022-05-04-00-53,26
2022-05-04-00-54,26
2022-05-04-00-55,26
2022-05-04-00-56,25
2022-05-04-00-57,25
2022-05-04-00-58,25
2022-05-04-00-59,26
2022-05-04-01-00,26
2022-05-04-01-01,26
2022-05-04-01-02,28
2022-05-04-01-03,28
2022-05-04-01-04,28
2022-05-04-01-05,26
2022-05-04-01-06,26
2022-05-04-01-07,25
2022-05-04-01-08,25
2022-05-04-01-09,25
2022-05-04-01-10,26
2022-05-04-01-11,27
2022-05-04-01-12,26
2022-05-04-01-13,25
2022-05-04-01-14,25
2022-05-04-01-15,24
2022-05-04-01-16,24
2022-05-04-01-17,24
2022-05-04-01-18,24
2022-05-04-01-19,24
2022-05-04-01-20,24
2022-05-04-01-21,23
2022-05-04-01-22,23
2022-05-04-01-23,23
2022-05-04-01-24,23
2022-05-04-01-25,23
2022-05-04-01-26,23
2022-05-04-01-27,22
2022-05-04-01-28,22
2022-05-04-01-29,22
2022-05-04-01-30,22
2022-05-04-01-31,22
2022-05-04-01-32,21
2022-05-04-01-33,21
2022-05-04-01-34,22
2022-05-04-01-35,22
2022-05-04-01-36,22
2022-05-04-01-37,22
2022-05-04-01-38,22
2022-05-04-01-39,22
2022-05-04-01-40,22
2022-05-04-01-41,22
2022-05-04-01-42,21
2022-05-04-01-43,21
2022-05-04-01-44,21
2022-05-04-01-45,20
2022-05-04-01-46,20
2022-05-04-01-47,20
2022-05-04-01-48,20
2022-05-04-01-49,20
2022-05-04-01-50,19
2022-05-04-01-51,19
2022-05-04-01-52,19
2022-05-04-01-53,19
2022-05-04-01-54,19
2022-05-04-01-55,19
2022-05-04-01-56,19
2022-05-04-01-57,18
2022-05-04-01-58,18
2022-05-04-01-59,17
2022-05-04-02-00,17
2022-05-04-02-01,17
2022-05-04-02-02,17
2022-05-04-02-03,15
2022-05-04-02-04,15
2022-05-04-02-05,15
2022-05-04-02-06,15
2022-05-04-02-07,15
2022-05-04-02-08,15
2022-05-04-02-09,15
2022-05-04-02-10,15
2022-05-04-02-11,15
2022-05-04-02-12,14
2022-05-04-02-13,14
2022-05-04-02-14,15
2022-05-04-02-15,15
2022-05-04-02-16,16
2022-05-04-02-17,16
2022-05-04-02-18,16
2022-05-04-02-19,16
2022-05-04-02-20,16
2022-05-04-02-21,16
2022-05-04-02-22,17
2022-05-04-02-23,17
2022-05-04-02-24,17
2022-05-04-02-25,18
2022-05-04-02-26,18
2022-05-04-02-27,19
2022-05-04-02-28,20
2022-05-04-02-29,20
2022-05-04-02-30,20
2022-05-04-02-31,20
2022-05-04-02-32,20
2022-05-04-02-33,20
2022-05-04-02-34,20
2022-05-04-02-35,20
2022-05-04-02-36,20
2022-05-04-02-37,20
2022-05-04-02-38,19
2022-05-04-02-39,20
2022-05-04-02-40,20
2022-05-04-02-41,20
2022-05-04-02-42,20
2022-05-04-02-43,20
2022-05-04-02-44,20
2022-05-04-02-45,20
2022-05-04-02-46,20
2022-05-04-02-47,20
2022-05-04-02-48,20
2022-05-04-02-49,20
2022-05-04-02-50,19
2022-05-04-02-51,19
2022-05-04-02-52,19
2022-05-04-02-53,19
2022-05-04-02-54,19
2022-05-04-02-55,19
2022-05-04-02-56,19
2022-05-04-02-57,18
2022-05-04-02-58,18
2022-05-04-02-59,20
2022-05-04-03-00,20
2022-05-04-03-01,20
2022-05-04-03-02,20
2022-05-04-03-03,20
2022-05-04-03-04,20
2022-05-04-03-05,20
2022-05-04-03-06,20
2022-05-04-03-07,20
2022-05-04-03-08,20
2022-05-04-03-09,20
2022-05-04-03-10,20
2022-05-04-03-11,20
2022-05-04-03-12,20
2022-05-04-03-13,20
2022-05-04-03-14,20
2022-05-04-03-15,19
2022-05-04-03-16,18
2022-05-04-03-17,18
2022-05-04-03-18,18
2022-05-04-03-19,18
2022-05-04-03-21,18
2022-05-04-03-22,18
2022-05-04-03-23,17
2022-05-04-03-24,18
2022-05-04-03-25,18
2022-05-04-03-26,17
2022-05-04-03-27,17
2022-05-04-03-28,17
2022-05-04-03-29,17
2022-05-04-03-30,16
2022-05-04-03-31,16
2022-05-04-03-32,16
2022-05-04-03-33,16
2022-05-04-03-34,16
2022-05-04-03-35,16
2022-05-04-03-36,16
2022-05-04-03-37,17
2022-05-04-03-38,17
2022-05-04-03-39,17
2022-05-04-03-40,17
2022-05-04-03-41,17
2022-05-04-03-42,16
2022-05-04-03-43,17
2022-05-04-03-44,17
2022-05-04-03-45,17
2022-05-04-03-46,17
2022-05-04-03-47,17
2022-05-04-03-48,17
2022-05-04-03-49,17
2022-05-04-03-50,18
2022-05-04-03-51,18
2022-05-04-03-52,18
2022-05-04-03-53,18
2022-05-04-03-54,18
2022-05-04-03-55,18
2022-05-04-03-56,18
2022-05-04-03-57,18
2022-05-04-03-58,18
2022-05-04-03-59,18
2022-05-04-04-00,18
2022-05-04-04-01,16
2022-05-04-04-02,16
2022-05-04-04-03,16
2022-05-04-04-04,16
2022-05-04-04-05,16
2022-05-04-04-06,16
2022-05-04-04-07,17
2022-05-04-04-08,17
2022-05-04-04-09,17
2022-05-04-04-10,17
2022-05-04-04-11,17
2022-05-04-04-12,17
2022-05-04-04-13,17
2022-05-04-04-14,17
2022-05-04-04-15,17
2022-05-04-04-16,17
2022-05-04-04-17,17
2022-05-04-04-18,17
2022-05-04-04-19,17
2022-05-04-04-20,17
2022-05-04-04-21,17
2022-05-04-04-22,17
2022-05-04-04-23,17
2022-05-04-04-24,16
2022-05-04-04-25,16
2022-05-04-04-26,16
2022-05-04-04-27,16
2022-05-04-04-28,16
2022-05-04-04-29,16
2022-05-04-04-30,16
2022-05-04-04-31,16
2022-05-04-04-32,16
2022-05-04-04-33,16
2022-05-04-04-34,16
2022-05-04-04-35,16
2022-05-04-04-36,16
2022-05-04-04-37,16
2022-05-04-04-38,16
2022-05-04-04-39,16
2022-05-04-04-40,16
2022-05-04-04-41,16
2022-05-04-04-42,16
2022-05-04-04-43,15
2022-05-04-04-44,15
2022-05-04-04-45,15
2022-05-04-04-46,15
2022-05-04-04-47,15
2022-05-04-04-48,15
2022-05-04-04-49,15
2022-05-04-04-50,14
2022-05-04-04-51,14
2022-05-04-04-52,14
2022-05-04-04-53,14
2022-05-04-04-54,14
2022-05-04-04-55,14
2022-05-04-04-56,14
2022-05-04-04-57,14
2022-05-04-04-58,14
2022-05-04-04-59,14
2022-05-04-05-00,14
2022-05-04-05-01,14
2022-05-04-05-02,14
2022-05-04-05-03,14
2022-05-04-05-04,14
2022-05-04-05-05,14
2022-05-04-05-06,14
2022-05-04-05-07,13
2022-05-04-05-08,13
2022-05-04-05-09,13
2022-05-04-05-10,15
2022-05-04-05-11,15
2022-05-04-05-12,15
2022-05-04-05-13,15
2022-05-04-05-14,15
2022-05-04-05-15,15
2022-05-04-05-16,15
2022-05-04-05-17,15
2022-05-04-05-18,15
2022-05-04-05-19,16
2022-05-04-05-20,16
2022-05-04-05-21,16
2022-05-04-05-22,16
2022-05-04-05-23,16
2022-05-04-05-24,16
2022-05-04-05-25,16
2022-05-04-05-26,16
2022-05-04-05-27,16
2022-05-04-05-28,16
2022-05-04-05-29,16
2022-05-04-05-30,16
2022-05-04-05-31,16
2022-05-04-05-32,16
2022-05-04-05-33,16
2022-05-04-05-34,16
2022-05-04-05-35,16
2022-05-04-05-36,16
2022-05-04-05-37,16
2022-05-04-05-38,16
2022-05-04-05-39,16
2022-05-04-05-40,16
2022-05-04-05-41,16
2022-05-04-05-42,16
2022-05-04-05-43,16
2022-05-04-05-44,16
2022-05-04-05-45,16
2022-05-04-05-46,16
2022-05-04-05-47,16
2022-05-04-05-48,16
2022-05-04-05-49,16
2022-05-04-05-50,15
2022-05-04-05-51,16
2022-05-04-05-52,16
2022-05-04-05-53,16
2022-05-04-05-54,16
2022-05-04-05-55,16
2022-05-04-05-56,16
2022-05-04-05-57,16
2022-05-04-05-58,16
2022-05-04-05-59,16
2022-05-04-06-00,16
2022-05-04-06-01,16
2022-05-04-06-02,15
2022-05-04-06-03,15
2022-05-04-06-04,15
2022-05-04-06-05,15
2022-05-04-06-06,15
2022-05-04-06-07,15
2022-05-04-06-08,15
2022-05-04-06-09,16
2022-05-04-06-10,14
2022-05-04-06-11,14
2022-05-04-06-12,14
2022-05-04-06-13,14
2022-05-04-06-14,14
2022-05-04-06-15,14
2022-05-04-06-16,14
